2023-02-04 17:09:46,488: INFO _welcome-362 Bot: raw_cakes_spb_bot [@raw_cakes_spb_bot]
2023-02-04 17:09:46,489: INFO start_polling-358 Start polling.
2023-02-04 17:09:54,671: INFO start_handler-27 user_id=1024472541 user_bot=False user_message='/start'
